iter	RMSE
166	0.0007478304952
167	0.000747456494
168	0.0007470087184
169	0.0007465872545
170	0.000746100127
171	0.0007455379856
172	0.0007450001202
173	0.0007446196719
174	0.0007441237353
175	0.0007436092298
176	0.0007431399513
177	0.0007428450762
178	0.0007424726699
179	0.0007422288476
180	0.0007417368744
181	0.0007414041454
182	0.0007408724962
183	0.0007405130837
184	0.0007399674511
185	0.0007396222817
186	0.0007391910938
187	0.000738843238
188	0.0007384591767
189	0.0007381399505
190	0.0007376362846
191	0.0007374395675
192	0.0007370432045
193	0.0007365546404
194	0.0007364150602
195	0.0007359379317
196	0.0007355439138
197	0.0007351667379
198	0.0007347682061
199	0.0007344157381
200	0.000734109558
201	0.0007338292104
202	0.0007332482758
203	0.0007329223925
204	0.0007324995301
205	0.000731981665
206	0.0007317712336
207	0.0007312662208
208	0.0007307968738
209	0.000730360912
210	0.0007300607195
211	0.0007297538822
212	0.0007294864586
213	0.0007289653369
214	0.0007285591336
215	0.0007281901398
216	0.0007279043148
217	0.0007275941893
218	0.0007273963292
219	0.0007270187929
220	0.000726528345
221	0.0007262534754
222	0.0007258964849
223	0.0007254919701
224	0.0007252994257
225	0.0007249466745
226	0.0007246941523
227	0.0007243085882
228	0.0007239375449
229	0.0007235235211
230	0.0007231068023
231	0.0007225523503
232	0.0007222450665
233	0.0007218778172
234	0.0007215416352
235	0.0007213717093
236	0.0007210026258
237	0.0007207802995
238	0.0007205552309
239	0.000720163803
240	0.0007198461897
241	0.000719563439
242	0.0007192604368
243	0.000718922411
244	0.000718515031
245	0.0007183037244
246	0.0007179617965
247	0.0007176903844
248	0.0007173095129
249	0.0007169655062
250	0.0007165425881
251	0.0007162357857
252	0.0007157763974
253	0.0007153720787
254	0.0007150074165
255	0.0007146630678
256	0.000714394764
257	0.00071422527
258	0.0007139630614
259	0.0007136928984
260	0.0007134260164
261	0.0007132036091
262	0.0007129780184
263	0.0007126486874
264	0.0007125108929
265	0.0007121280677
266	0.0007118323921
267	0.0007115252626
268	0.0007112495903
269	0.000710825177
270	0.0007107074783
271	0.0007104894512
272	0.0007102012556
273	0.0007099049026
274	0.0007096803796
275	0.0007093984887
276	0.000709101097
277	0.0007088025514
278	0.0007085536423
279	0.0007083087275
280	0.0007079925146
281	0.0007077809921
282	0.0007075336282
283	0.0007072327008
284	0.0007068101526
285	0.0007066080846
286	0.0007063913898
287	0.0007060308622
288	0.0007056409071
289	0.000705276677
290	0.0007050678527
291	0.0007048034012
292	0.0007045599819
293	0.0007043091212
294	0.0007041868123
295	0.0007039373608
296	0.0007036153162
297	0.0007032934666
298	0.0007029678496
299	0.0007026894131
300	0.0007024059251
301	0.0007021674838
302	0.0007019462075
303	0.0007017238813
304	0.0007014301397
305	0.0007010932895
306	0.0007007518521
307	0.0007005585937
308	0.0007001762974
309	0.0006999468493
310	0.0006996069202
311	0.0006992668202
312	0.0006989118689
313	0.0006987979767
314	0.0006984884775
315	0.0006982526432
316	0.0006981072191
317	0.0006979247471
318	0.0006977046328
319	0.0006975072617
320	0.0006972512701
321	0.0006969206127
322	0.0006966715707
323	0.0006963688787
324	0.0006961380148
325	0.0006959097927
326	0.0006957914975
327	0.0006955951518
328	0.0006953002749
329	0.0006949806373
330	0.0006947287704
331	0.0006944358827
332	0.0006942555996
333	0.0006940070328
334	0.0006937884414
335	0.0006936423697
336	0.0006933965597
337	0.0006931479944
338	0.0006929575494
339	0.0006926937891
340	0.0006923279505
341	0.0006919664001
342	0.0006917791166
343	0.00069158357
344	0.0006913133064
345	0.0006911880857
346	0.0006909819107
347	0.0006906806967
348	0.0006904936861
349	0.0006902555041
350	0.0006900149559
351	0.0006898511289
352	0.0006897326703
353	0.0006894447795
354	0.0006892688466
355	0.0006889048918
356	0.000688663592
357	0.0006883690896
358	0.0006880884943
359	0.0006878326523
360	0.0006875471703
361	0.0006873647426
362	0.0006871881987
363	0.0006868346835
364	0.000686574933
365	0.0006864512297
366	0.000686157138
367	0.0006858341531
368	0.0006855744585
369	0.0006853790043
370	0.0006850261435
371	0.0006848590565
372	0.0006845574787
373	0.0006843512167
374	0.0006842366197
375	0.0006840344905
376	0.0006838007615
377	0.0006835450523
378	0.0006833098478
379	0.0006831104897
380	0.0006828900199
381	0.0006825858251
382	0.0006824692974
383	0.0006822402576
384	0.0006821115755
385	0.0006818692652
386	0.0006816769219
387	0.0006814984028
388	0.0006811391142
389	0.0006808820929
390	0.000680689775
391	0.0006805382877
392	0.0006804119089
393	0.0006801653888
394	0.000679953043
395	0.0006796488082
396	0.0006794523034
397	0.000679278865
398	0.0006789971747
399	0.0006787472796
400	0.0006784663396
401	0.0006782326328
402	0.0006779787927
403	0.0006777323814
404	0.000677489761
405	0.0006773446244
406	0.0006771296115
407	0.000676980245
408	0.000676745175
409	0.0006764680591
410	0.0006761641694
411	0.0006759867337
412	0.0006757488762
413	0.0006755170867
414	0.0006753472145
415	0.0006751387621
416	0.0006748839769
417	0.0006746094013
418	0.0006743050283
419	0.0006740441904
420	0.0006737711963
421	0.0006736095938
422	0.0006733552037
423	0.0006731076867
424	0.0006728600222
425	0.0006725556173
426	0.0006722624097
427	0.0006720577336
428	0.0006717559481
429	0.0006714602188
430	0.0006713951466
431	0.0006711710984
432	0.0006709681622
433	0.0006706772663
434	0.0006704496017
435	0.0006702090126
436	0.0006699828227
437	0.0006697841752
438	0.0006695479284
439	0.0006693246107
440	0.0006691384739
441	0.0006688665883
442	0.0006686602229
443	0.0006684667756
444	0.0006682894613
445	0.0006680563694
446	0.0006678993227
447	0.0006676726285
448	0.0006674745778
449	0.0006672682059
450	0.0006671261687
451	0.0006668967976
452	0.000666653825
453	0.0006664448242
454	0.0006662107153
455	0.0006659125902
456	0.0006656651265
457	0.0006654616821
458	0.0006652664253
459	0.0006650119323
460	0.0006647747831
461	0.0006644694774
462	0.0006642500533
463	0.0006640611082
464	0.0006637762251
465	0.0006635276809
466	0.0006631850207
467	0.0006630051115
468	0.0006626974401
469	0.0006625013393
470	0.0006622470802
471	0.0006620085311
472	0.0006619118174
473	0.0006615682456
474	0.0006613594641
475	0.0006611441483
476	0.0006608604971
477	0.0006606143483
478	0.000660307774
479	0.0006600229266
480	0.0006598553344
481	0.0006596124664
482	0.0006593930399
483	0.000659163208
484	0.0006589309691
485	0.0006587879962
486	0.000658500297
487	0.0006582221752
488	0.0006580908029
489	0.0006578824865
490	0.0006576717406
491	0.0006574395852
492	0.0006572801617
493	0.0006569521332
494	0.000656794355
495	0.0006565348773
496	0.0006563004853
497	0.0006560420647
498	0.0006557625148
499	0.0006554578039
500	0.0006552397941
501	0.0006549879216
502	0.0006547660403
503	0.0006545933327
504	0.0006544330724
505	0.0006542324928
506	0.0006539595692
507	0.0006537896828
508	0.000653623564
509	0.00065336553
510	0.0006531676385
511	0.0006528781596
512	0.0006525387369
513	0.0006522867961
514	0.000652103041
515	0.000651828853
516	0.0006515962547
517	0.0006513707205
518	0.000651171362
519	0.0006509424066
520	0.0006506802691
521	0.0006504179375
522	0.000650229077
523	0.0006499874069
524	0.0006497777669
525	0.0006495453794
526	0.000649359919
527	0.0006490913257
528	0.0006488886755
529	0.0006487066346
530	0.0006484963237
531	0.0006482689206
532	0.0006479470977
533	0.0006478034241
534	0.0006476324823
535	0.0006474804532
536	0.0006472349003
537	0.0006470669337
538	0.000646938881
539	0.0006467294788
540	0.0006465313401
541	0.0006463374001
542	0.0006460506516
543	0.0006457897612
544	0.0006455778718
545	0.000645323637
546	0.0006450426671
547	0.0006447405325
548	0.000644522119
549	0.0006443152498
550	0.000644160319
551	0.0006439020935
552	0.000643666238
553	0.0006433949252
554	0.0006431761837
555	0.0006428996842
556	0.0006426924635
557	0.0006424979417
558	0.0006422818286
559	0.0006420519771
560	0.0006418722677
561	0.0006416597374
562	0.0006415016406
563	0.0006412537514
564	0.0006410142883
565	0.0006407561733
566	0.0006405309097
567	0.0006403318553
568	0.0006401177596
569	0.0006399366492
570	0.0006397261018
571	0.0006395469713
572	0.0006392899889
573	0.0006389791746
574	0.0006387755085
575	0.0006385887318
576	0.0006384142683
577	0.00063821437
578	0.0006380243113
579	0.0006378073753
580	0.0006376059295
581	0.0006374741996
582	0.0006373146351
583	0.0006370863905
584	0.0006368509648
585	0.0006365825345
586	0.0006363685608
587	0.0006361110797
588	0.0006359152193
589	0.0006357275299
590	0.0006355208131
591	0.0006352833851
592	0.000635108234
593	0.0006349075013
594	0.0006347548169
595	0.0006345221189
596	0.0006342876249
597	0.0006341052032
598	0.0006339037052
599	0.0006336860509
600	0.0006335193374
601	0.0006333155458
602	0.0006330638856
603	0.0006328628385
604	0.0006326207768
605	0.000632411945
606	0.0006323006772
607	0.0006321347855
608	0.0006319916545
609	0.0006318429712
610	0.0006315886587
611	0.0006313254183
612	0.0006311318801
613	0.000630898013
614	0.0006306532365
615	0.0006304214209
616	0.0006302680948
617	0.0006301162658
618	0.0006298825376
619	0.0006297039314
620	0.0006294929786
621	0.0006293315632
622	0.0006291988895
623	0.000629070372
624	0.0006288405311
625	0.0006286563296
626	0.0006284829238
627	0.0006282381704
628	0.0006280465862
629	0.0006278742864
630	0.0006277027162
631	0.0006275363351
632	0.0006273258883
633	0.000627166387
634	0.0006269763386
635	0.0006267444685
636	0.0006265285824
637	0.0006263386062
638	0.0006262092404
639	0.0006260541363
640	0.0006259111857
641	0.0006257469746
642	0.0006255854296
643	0.0006253800059
644	0.0006252503044
645	0.000625043544
646	0.0006247951196
647	0.0006245873538
648	0.0006244318932
649	0.0006241868487
650	0.000623956427
651	0.0006237217713
652	0.0006235520371
653	0.0006234013551
654	0.0006232326683
655	0.0006230603439
656	0.0006228781736
657	0.0006227227645
658	0.0006225062867
659	0.0006222540237
660	0.0006220414862
661	0.0006218162032
662	0.0006216585997
663	0.0006214794758
664	0.0006213015941
665	0.0006210912783
666	0.0006209216896
667	0.0006207084397
668	0.0006205398344
669	0.0006203324283
670	0.0006201786441
671	0.000619964101
672	0.0006197532822
673	0.0006195359707
674	0.0006193531624
675	0.0006191440798
676	0.0006189230244
677	0.0006185985869
678	0.0006183956917
679	0.0006182470004
680	0.0006181114156
681	0.0006178899818
682	0.0006177283531
683	0.0006175560743
684	0.0006173815499
685	0.0006171898902
686	0.000617051413
687	0.0006168484774
688	0.0006166907374
689	0.0006165100557
690	0.0006163306756
691	0.0006160771311
692	0.0006159185747
693	0.0006157559877
694	0.0006155429405
695	0.0006153641345
696	0.0006151733455
697	0.0006150366719
698	0.0006147741811
699	0.0006145981287
700	0.0006144234917
701	0.0006142454103
702	0.0006140278366
703	0.0006138649008
704	0.0006136395513
705	0.0006134742919
706	0.0006133400174
707	0.0006131646989
708	0.0006129502631
709	0.0006127895538
710	0.0006126440017
711	0.0006124154677
712	0.0006122948632
713	0.0006120392945
714	0.0006118576513
715	0.0006116635738
716	0.0006115377191
717	0.0006113462908
718	0.000611171534
719	0.000610975862
720	0.000610773829
721	0.0006106198293
722	0.0006104822896
723	0.0006103537889
724	0.000610198932
725	0.0006099980354
726	0.0006098263302
727	0.0006096297617
728	0.000609436897
729	0.0006092075749
730	0.0006089718717
731	0.0006087596141
732	0.0006085274262
733	0.0006084153336
734	0.0006083128823
735	0.0006081669286
736	0.0006080127947
737	0.0006078269153
738	0.0006077215584
739	0.0006075372633
740	0.0006073609635
741	0.0006071827207
742	0.000607044755
743	0.0006068431796
744	0.0006066695609
745	0.0006064746188
746	0.0006063376801
747	0.0006060829331
748	0.0006059583814
749	0.0006057766275
750	0.0006056382154
751	0.0006055099275
752	0.0006053019342
753	0.0006051841749
754	0.0006050119267
755	0.0006048908434
756	0.0006047511068
757	0.0006045558879
758	0.0006044475239
759	0.0006042412539
760	0.0006041183954
761	0.000603931614
762	0.0006037775273
763	0.0006036461735
764	0.0006035406418
765	0.0006034116497
766	0.0006032855769
767	0.0006031878541
768	0.0006030712276
769	0.0006029086965
770	0.0006027506886
771	0.0006026062039
772	0.0006024291261
773	0.0006022742773
774	0.0006021157678
775	0.0006019475288
776	0.0006017642381
777	0.0006016423368
778	0.0006015071307
779	0.0006013557324
780	0.0006011334166
781	0.0006009634247
782	0.000600843553
783	0.0006005984962
784	0.0006004689025
785	0.0006003116772
786	0.0006001208284
787	0.0005999778946
788	0.000599828258
789	0.0005996433385
790	0.0005994852305
791	0.0005993446136
792	0.0005990650011
793	0.0005988961667
794	0.0005987800302
795	0.0005985861261
796	0.0005984238675
797	0.0005982347193
798	0.0005980984182
799	0.0005979391398
800	0.0005978449731
801	0.0005976891782
802	0.0005974997794
803	0.0005973332788
804	0.0005972038655
805	0.0005970103111
806	0.0005968666059
807	0.0005967724819
808	0.0005966644862
809	0.0005964918456
810	0.0005963925823
811	0.000596258242
812	0.0005961453998
813	0.0005959590681
814	0.0005958363066
815	0.0005956913038
816	0.0005955267488
817	0.0005954290246
818	0.0005952256102
819	0.0005951010067
820	0.0005949237339
821	0.0005947467381
822	0.0005946011191
823	0.0005944721197
824	0.0005943535668
825	0.0005941419023
826	0.0005939746456
827	0.0005938301868
828	0.0005936864876
829	0.0005935761397
830	0.0005934521197
831	0.0005933156856
832	0.0005931744518
833	0.0005930818803
834	0.0005929907958
835	0.0005928483075
836	0.0005927207157
837	0.0005926197502
838	0.0005924227085
839	0.0005922771917
840	0.0005921647071
841	0.0005920680313
842	0.0005919894795
843	0.0005918441382
844	0.0005916849388
845	0.000591557532
846	0.0005914395572
847	0.0005912907918
848	0.000591189191
849	0.0005910394473
850	0.0005909524704
851	0.0005908411839
852	0.0005907010768
853	0.0005905991356
854	0.0005903897284
855	0.0005902115151
856	0.0005900877083
857	0.0005899272084
858	0.0005898251668
859	0.0005896488372
860	0.0005895598844
861	0.0005894625431
862	0.0005893074241
863	0.0005891758292
864	0.0005890324023
865	0.0005888695672
866	0.0005887817536
867	0.0005886514734
868	0.0005885216283
869	0.0005883484992
870	0.0005881449544
871	0.00058804954
872	0.0005879576197
873	0.0005877899873
874	0.0005877006972
875	0.0005875346917
876	0.0005874187822
877	0.0005872746944
878	0.0005871319692
879	0.0005869789032
880	0.0005868458533
881	0.0005865436938
882	0.0005864556514
883	0.0005862600468
884	0.0005861582843
885	0.0005859866048
886	0.0005858328473
887	0.0005857127226
888	0.0005855904045
889	0.0005854328235
890	0.0005852521695
891	0.000585118932
892	0.0005849977556
893	0.0005848839793
894	0.0005847576769
895	0.0005846242948
896	0.0005844746269
897	0.0005843360488
898	0.0005842421087
899	0.0005841266729
900	0.0005839454011
901	0.0005837941401
902	0.0005836598718
903	0.0005835149925
904	0.00058341022
905	0.0005833402292
906	0.0005831721513
907	0.0005829996482
908	0.0005829093043
909	0.0005827184127
910	0.0005826090702
911	0.0005824731565
912	0.0005823242458
913	0.0005821888359
914	0.0005820784893
915	0.0005819191493
916	0.0005818028388
917	0.0005816720094
918	0.0005815444345
919	0.0005813731857
920	0.0005812357991
921	0.0005810682576
922	0.0005809170902
923	0.0005807490857
924	0.0005806401538
925	0.0005805190708
926	0.0005804133949
927	0.0005802298882
928	0.0005800693943
929	0.0005799532399
930	0.0005797979728
931	0.0005796497485
932	0.0005795507016
933	0.0005793894986
934	0.0005792533728
935	0.0005790802679
936	0.0005789901723
937	0.0005788902802
938	0.0005787250013
939	0.0005786307726
940	0.0005785319033
941	0.0005783838128
942	0.000578297627
943	0.000578182572
944	0.00057805622
945	0.0005779053743
946	0.0005777941853
947	0.0005776611429
948	0.0005775125868
949	0.0005773536338
950	0.0005772134522
951	0.0005770785477
952	0.0005769514954
953	0.0005768536364
954	0.0005767431841
955	0.0005766421691
956	0.0005765287573
957	0.0005764323897
958	0.0005763451977
959	0.0005762439349
960	0.0005761139112
961	0.0005760242112
962	0.0005759036373
963	0.0005757108802
964	0.0005755742809
965	0.0005754622102
966	0.0005753578048
967	0.0005752076511
968	0.0005749985936
969	0.0005748554894
970	0.0005747325697
971	0.0005745422039
972	0.0005744230619
973	0.0005743171436
974	0.0005742463917
975	0.0005740824543
976	0.0005739547908
977	0.0005738432309
978	0.0005737369495
979	0.0005736372759
980	0.0005734595535
981	0.0005733168506
982	0.000573153245
983	0.0005730854281
984	0.0005729463174
985	0.0005727777289
986	0.0005726314014
987	0.0005725719442
988	0.0005725099135
989	0.0005723853829
990	0.0005722828361
991	0.0005721116621
992	0.0005719714005
993	0.0005718531976
994	0.0005717172489
995	0.0005715848264
996	0.0005714544947
997	0.0005713350556
998	0.0005712289263
999	0.0005711204491
1000	0.0005709279013
1001	0.0005707939384
1002	0.0005706271307
1003	0.0005705524334
1004	0.0005703936864
1005	0.0005703201486
1006	0.0005702444352
1007	0.0005701410412
1008	0.000569981555
1009	0.0005698580317
1010	0.0005697478508
1011	0.0005695552387
1012	0.0005694366715
1013	0.00056929333
1014	0.0005691428548
1015	0.0005690153996
1016	0.0005689272117
1017	0.0005688388631
1018	0.0005687354191
1019	0.0005686254092
1020	0.0005685080239
1021	0.0005684404193
1022	0.0005683523656
1023	0.0005682553516
1024	0.0005681441137
1025	0.000568022597
1026	0.0005678528624
1027	0.0005677664607
1028	0.0005676273654
1029	0.0005675328884
1030	0.0005673877548
1031	0.0005672791563
1032	0.0005671828416
1033	0.0005670895767
1034	0.0005670037026
1035	0.0005669329551
1036	0.0005667753379
1037	0.0005666340885
1038	0.0005665054223
1039	0.0005663917436
1040	0.0005662589968
1041	0.0005661170323
1042	0.0005660367726
1043	0.0005659049468
1044	0.0005657889903
1045	0.0005656680693
1046	0.0005655278919
1047	0.0005654093802
1048	0.0005652957486
1049	0.0005651900251
1050	0.0005650779006
1051	0.0005649363542
1052	0.0005647959935
1053	0.0005646904782
1054	0.0005645747621
1055	0.0005644079717
1056	0.0005642564537
1057	0.0005641517723
1058	0.0005640484676
1059	0.0005638705884
1060	0.0005637483451
1061	0.0005636180297
1062	0.0005635249983
1063	0.000563391626
1064	0.0005632991206
1065	0.0005631923066
1066	0.0005630853801
1067	0.0005629817636
1068	0.0005628959988
1069	0.0005626921811
1070	0.0005626204824
1071	0.0005625218991
1072	0.0005624139224
1073	0.0005623013108
1074	0.0005621956455
1075	0.0005621091322
1076	0.0005619541589
1077	0.0005618578917
1078	0.0005617361051
1079	0.0005616068243
1080	0.0005615116277
1081	0.0005613756302
1082	0.0005612504651
1083	0.0005611227158
1084	0.0005610304379
1085	0.000560959184
1086	0.0005608222555
1087	0.0005607503087
1088	0.0005606114447
1089	0.0005604942312
1090	0.0005604405025
1091	0.000560292629
1092	0.0005601507546
1093	0.0005600140245
1094	0.0005598991518
1095	0.0005597291281
1096	0.0005595663338
1097	0.0005594512385
1098	0.0005593674921
1099	0.0005592016962
1100	0.0005590834237
1101	0.0005589860036
1102	0.0005588686966
1103	0.0005587450021
1104	0.0005586470818
1105	0.0005585315126
1106	0.0005584052849
1107	0.0005582506304
1108	0.0005581520017
1109	0.0005580567608
1110	0.0005579590583
1111	0.0005578139625
1112	0.0005576847656
1113	0.0005575827414
1114	0.0005574730634
1115	0.0005573865404
1116	0.0005573030534
1117	0.0005571797513
1118	0.00055704072
1119	0.0005569343457
1120	0.0005568054925
1121	0.0005567317393
1122	0.0005565693934
1123	0.000556424153
1124	0.0005562762998
1125	0.0005561974617
1126	0.000556056173
1127	0.0005559660119
1128	0.0005558420358
1129	0.0005557054111
1130	0.0005556232165
1131	0.0005555161607
1132	0.0005553916787
1133	0.0005552634173
1134	0.000555125602
1135	0.0005550423489
1136	0.000554962624
1137	0.0005548786763
1138	0.0005547394603
1139	0.0005546694028
1140	0.0005545770017
1141	0.00055445253
1142	0.0005543557356
1143	0.0005542006585
1144	0.0005540775525
1145	0.0005539785397
1146	0.0005538445555
1147	0.0005537258119
1148	0.0005535999862
1149	0.0005534904755
1150	0.0005533634512
1151	0.0005532849217
1152	0.0005531445602
1153	0.0005530213273
1154	0.0005529384652
1155	0.0005527874091
1156	0.000552672425
1157	0.0005525220315
1158	0.000552382066
1159	0.0005522779307
1160	0.000552148069
1161	0.0005520625592
1162	0.0005519396395
1163	0.0005518486633
1164	0.0005517330978
1165	0.0005516355127
1166	0.0005515321859
1167	0.0005514188016
1168	0.0005513082254
1169	0.0005511088457
1170	0.000551028872
1171	0.0005509145824
1172	0.0005508419215
1173	0.0005507241846
1174	0.0005506502131
1175	0.0005505290915
1176	0.0005504301396
1177	0.0005502872118
1178	0.0005501990829
1179	0.0005501085922
1180	0.000550002957
1181	0.0005498671028
1182	0.0005497478143
1183	0.0005496778507
1184	0.0005495639615
1185	0.0005494408148
1186	0.0005493323505
1187	0.0005491928259
1188	0.000549045828
1189	0.0005489291186
1190	0.0005488230173
1191	0.000548686701
1192	0.0005486094649
1193	0.0005485277116
1194	0.0005484167432
1195	0.0005483625166
1196	0.0005482498024
1197	0.0005481624487
1198	0.0005480587244
1199	0.0005479404495
1200	0.0005477809765
1201	0.0005476363034
1202	0.0005475127154
1203	0.0005474330848
1204	0.0005473361127
1205	0.0005471995775
1206	0.000547041077
1207	0.0005468753313
1208	0.0005467523738
1209	0.0005466653952
1210	0.0005465189426
1211	0.0005464371527
1212	0.00054634437
1213	0.0005462524637
1214	0.0005461082251
1215	0.0005460266333
1216	0.0005459550186
1217	0.0005458579666
1218	0.0005457533659
1219	0.0005455866335
1220	0.0005455015213
1221	0.0005453631732
1222	0.0005452426756
1223	0.0005451302374
1224	0.0005450146045
1225	0.0005449088471
1226	0.0005447740636
1227	0.0005446979438
1228	0.0005445601137
1229	0.00054445842
1230	0.0005443489076
1231	0.0005442743573
1232	0.0005441875231
1233	0.000544037967
1234	0.0005439549305
1235	0.0005438821728
1236	0.0005437220879
1237	0.000543530334
1238	0.0005434735455
1239	0.0005433312918
1240	0.0005431753365
1241	0.0005431188513
1242	0.0005429677436
1243	0.0005428824962
1244	0.0005427925194
1245	0.000542701851
1246	0.000542597084
1247	0.0005425210908
1248	0.000542437846
1249	0.0005423529922
1250	0.0005422465062
1251	0.0005421302708
1252	0.0005419541707
1253	0.0005418050904
1254	0.0005417308687
1255	0.0005415900411
1256	0.0005414753334
1257	0.0005413495901
1258	0.0005412758648
1259	0.0005411673246
1260	0.0005410300729
1261	0.0005409298331
1262	0.0005408388709
1263	0.0005407601648
1264	0.0005406559431
1265	0.000540560401
1266	0.0005404532313
1267	0.0005403653913
1268	0.000540287493
1269	0.0005402104079
1270	0.0005400903109
1271	0.0005399441819
1272	0.0005398105395
1273	0.0005396860467
1274	0.0005396198834
1275	0.0005394885797
1276	0.0005393725821
1277	0.0005392517692
1278	0.0005391500827
1279	0.0005390449822
1280	0.0005389448753
1281	0.000538816679
1282	0.0005387297372
1283	0.0005386237075
1284	0.0005385384871
1285	0.0005384537506
1286	0.0005382883737
1287	0.000538187409
1288	0.0005380389457
1289	0.0005379553798
1290	0.0005378625559
1291	0.0005377409391
1292	0.0005376546721
1293	0.0005374971104
1294	0.0005373768344
1295	0.000537252532
1296	0.0005371501741
1297	0.0005370292627
1298	0.0005368776172
1299	0.000536786308
1300	0.0005366605694
1301	0.0005365410803
1302	0.000536460183
1303	0.0005363030194
1304	0.0005361721917
1305	0.0005360471035
1306	0.0005359167104
1307	0.0005358492178
1308	0.0005357707498
1309	0.0005356808666
1310	0.0005355807589
1311	0.0005354782938
1312	0.0005353824214
1313	0.0005352972255
1314	0.0005352246556
1315	0.0005351187762
1316	0.0005350244444
1317	0.0005349742303
1318	0.0005348854702
1319	0.0005347465493
1320	0.000534667214
1321	0.0005345830011
1322	0.0005344668069
1323	0.0005343308706
1324	0.0005342199959
1325	0.000534117303
1326	0.0005339689938
1327	0.0005338872832
1328	0.0005337819111
1329	0.0005336517208
1330	0.0005335514456
1331	0.0005334173239
1332	0.0005333395092
1333	0.0005332153166
1334	0.000533156888
1335	0.0005330235451
1336	0.0005329309895
1337	0.000532839725
1338	0.0005327011233
1339	0.000532624101
1340	0.0005325679439
1341	0.0005324669484
1342	0.0005324089786
1343	0.0005323241506
1344	0.000532188759
1345	0.0005320848636
1346	0.0005319972543
1347	0.0005318835167
1348	0.0005317845672
1349	0.0005316633302
1350	0.0005315223585
1351	0.0005313641475
1352	0.0005312733244
1353	0.0005312298429
1354	0.0005310901936
1355	0.0005309818784
1356	0.0005308249793
1357	0.0005307061178
1358	0.0005305899429
1359	0.000530456911
1360	0.0005303972914
1361	0.0005303071258
1362	0.0005301927146
1363	0.000530144459
1364	0.0005300915014
1365	0.0005299843787
1366	0.0005299036708
1367	0.0005298026291
1368	0.0005296710288
1369	0.0005295863535
1370	0.0005294850702
1371	0.0005294415328
1372	0.0005293177669
1373	0.0005292223202
